gene_id,annotation
group_0169_genome_017_0,hypothetical protein
group_0169_genome_020_0,hypothetical protein
group_0169_genome_021_0,hypothetical protein
group_0169_genome_022_0,hypothetical protein
group_0169_genome_023_0,hypothetical protein
group_0169_genome_024_0,hypothetical protein
group_0169_genome_025_0,unknown function
group_0169_genome_026_0,hypothetical protein
group_0169_genome_027_0,membrane protein
group_0169_genome_029_0,hypothetical protein
group_0169_genome_030_0,hypothetical protein
group_0170_genome_001_0,DNA polymerase
group_0170_genome_002_0,DNA polymerase
group_0170_genome_003_0,DNA polymerase
group_0170_genome_004_0,hypothetical protein
group_0170_genome_005_0,DNA polymerase
group_0170_genome_006_0,DNA polymerase
group_0170_genome_007_0,unknown function
group_0170_genome_008_0,DNA polymerase
group_0170_genome_009_0,DNA polymerase
group_0170_genome_010_0,DNA polymerase
group_0170_genome_011_0,DNA polymerase
group_0170_genome_012_0,DNA polymerase
group_0170_genome_013_0,DNA polymerase
group_0170_genome_014_0,DNA polymerase
group_0170_genome_015_0,DNA polymerase
group_0170_genome_016_0,DNA polymerase
group_0170_genome_017_0,DNA polymerase
group_0170_genome_018_0,DNA polymerase
group_0170_genome_020_0,DNA polymerase
group_0170_genome_021_0,DNA polymerase
group_0170_genome_022_0,DNA polymerase
group_0170_genome_023_0,DNA polymerase
group_0170_genome_024_0,DNA polymerase
group_0170_genome_025_0,DNA polymerase
group_0170_genome_026_0,DNA polymerase
group_0170_genome_027_0,DNA polymerase
group_0170_genome_028_0,membrane protein
group_0170_genome_029_0,DNA polymerase
group_0170_genome_030_0,hypothetical protein
group_0171_genome_001_0,efflux pump
group_0171_genome_002_0,efflux pump
group_0171_genome_003_0,unknown function
group_0171_genome_004_0,efflux pump
group_0171_genome_005_0,efflux pump
group_0171_genome_006_0,efflux pump
group_0171_genome_007_0,efflux pump
group_0171_genome_009_0,hypothetical protein
group_0171_genome_010_0,efflux pump
group_0171_genome_011_0,efflux pump
group_0171_genome_012_0,membrane protein
group_0171_genome_013_0,hypothetical protein
group_0171_genome_014_0,efflux pump
group_0171_genome_015_0,efflux pump
group_0171_genome_016_0,efflux pump
group_0171_genome_017_0,unknown function
group_0171_genome_018_0,efflux pump
group_0171_genome_019_0,efflux pump
group_0171_genome_020_0,efflux pump
group_0171_genome_021_0,efflux pump
group_0171_genome_022_0,hypothetical protein
group_0171_genome_023_0,efflux pump
group_0171_genome_024_0,efflux pump
group_0171_genome_025_0,hypothetical protein
group_0171_genome_026_0,efflux pump
group_0171_genome_027_0,efflux pump
group_0171_genome_028_0,efflux pump
group_0171_genome_029_0,membrane protein
group_0171_genome_030_0,efflux pump
group_0172_genome_001_0,hypothetical protein
group_0172_genome_003_0,DNA polymerase
group_0172_genome_004_0,DNA polymerase
group_0172_genome_006_0,DNA polymerase
group_0172_genome_008_0,DNA polymerase
group_0172_genome_010_0,DNA polymerase
group_0172_genome_013_0,DNA polymerase
group_0172_genome_015_0,hypothetical protein
group_0172_genome_016_0,DNA polymerase
group_0172_genome_018_0,DNA polymerase
group_0172_genome_019_0,DNA polymerase
group_0172_genome_020_0,DNA polymerase
group_0172_genome_021_0,DNA polymerase
group_0172_genome_023_0,DNA polymerase
group_0172_genome_025_0,DNA polymerase
group_0172_genome_027_0,DNA polymerase
group_0172_genome_029_0,DNA polymerase
group_0172_genome_030_0,DNA polymerase
group_0173_genome_001_0,flagellar protein
group_0173_genome_002_0,flagellar protein
group_0173_genome_003_0,flagellar protein
group_0173_genome_004_0,flagellar protein
group_0173_genome_005_0,flagellar protein
group_0173_genome_005_1,unknown function
group_0173_genome_006_0,flagellar protein
group_0173_genome_007_0,unknown function
group_0173_genome_008_0,flagellar protein
group_0173_genome_009_0,flagellar protein
group_0173_genome_010_0,flagellar protein
group_0173_genome_011_0,membrane protein
group_0173_genome_012_0,flagellar protein
group_0173_genome_014_0,flagellar protein
group_0173_genome_015_0,unknown function
group_0173_genome_016_0,flagellar protein
group_0173_genome_017_0,flagellar protein
group_0173_genome_018_0,flagellar protein
group_0173_genome_019_0,hypothetical protein
group_0173_genome_020_0,unknown function
group_0173_genome_022_0,flagellar protein
group_0173_genome_023_0,flagellar protein
group_0173_genome_024_0,flagellar protein
group_0173_genome_024_1,flagellar protein
group_0173_genome_025_0,flagellar protein
group_0173_genome_026_0,flagellar protein
group_0173_genome_027_0,flagellar protein
group_0173_genome_028_0,flagellar protein
group_0173_genome_029_0,flagellar protein
group_0173_genome_030_0,hypothetical protein
group_0174_genome_001_0,efflux pump
group_0174_genome_002_0,efflux pump
group_0174_genome_003_0,unknown function
group_0174_genome_004_0,membrane protein
group_0174_genome_005_0,efflux pump
group_0174_genome_006_0,unknown function
group_0174_genome_007_0,efflux pump
group_0174_genome_008_0,efflux pump
group_0174_genome_009_0,efflux pump
group_0174_genome_010_0,efflux pump
group_0174_genome_011_0,efflux pump
group_0174_genome_012_0,efflux pump
group_0174_genome_013_0,efflux pump
group_0174_genome_014_0,membrane protein
group_0174_genome_015_0,efflux pump
group_0174_genome_015_1,efflux pump
group_0174_genome_016_0,efflux pump
group_0174_genome_017_0,efflux pump
group_0174_genome_018_0,efflux pump
group_0174_genome_019_0,efflux pump
group_0174_genome_020_0,efflux pump
group_0174_genome_021_0,efflux pump
group_0174_genome_022_0,efflux pump
group_0174_genome_023_0,unknown function
group_0174_genome_024_0,hypothetical protein
group_0174_genome_025_0,efflux pump
group_0174_genome_027_0,efflux pump
group_0174_genome_028_0,efflux pump
group_0174_genome_029_0,hypothetical protein
group_0174_genome_030_0,efflux pump
group_0175_genome_003_0,membrane transporter
group_0175_genome_006_0,membrane transporter
group_0175_genome_007_0,membrane protein
group_0175_genome_008_0,membrane transporter
group_0175_genome_009_0,membrane transporter
group_0175_genome_010_0,hypothetical protein
group_0175_genome_012_0,membrane transporter
group_0175_genome_013_0,membrane transporter
group_0175_genome_014_0,membrane transporter
group_0175_genome_016_0,membrane transporter
group_0175_genome_017_0,membrane transporter
group_0175_genome_019_0,membrane transporter
group_0175_genome_022_0,membrane transporter
group_0175_genome_023_0,membrane transporter
group_0175_genome_024_0,membrane transporter
group_0175_genome_025_0,membrane transporter
group_0175_genome_026_0,hypothetical protein
group_0176_genome_001_0,membrane transporter
group_0176_genome_002_0,membrane transporter
group_0176_genome_003_0,membrane transporter
group_0176_genome_004_0,membrane transporter
group_0176_genome_006_0,membrane transporter
group_0176_genome_007_0,hypothetical protein
group_0176_genome_008_0,membrane transporter
group_0176_genome_009_0,membrane transporter
group_0176_genome_010_0,membrane transporter
group_0176_genome_011_0,membrane transporter
group_0176_genome_012_0,membrane transporter
group_0176_genome_013_0,membrane transporter
group_0176_genome_014_0,membrane transporter
group_0176_genome_015_0,membrane transporter
group_0176_genome_016_0,hypothetical protein
group_0176_genome_017_0,membrane transporter
group_0176_genome_018_0,membrane transporter
group_0176_genome_019_0,membrane transporter
group_0176_genome_021_0,membrane transporter
group_0176_genome_022_0,hypothetical protein
group_0176_genome_023_0,membrane transporter
group_0176_genome_024_0,membrane transporter
group_0176_genome_025_0,membrane transporter
group_0176_genome_026_0,hypothetical protein
group_0176_genome_027_0,membrane transporter
group_0176_genome_028_0,hypothetical protein
group_0176_genome_029_0,hypothetical protein
group_0176_genome_030_0,membrane transporter
group_0177_genome_001_0,efflux pump
group_0177_genome_002_0,efflux pump
group_0177_genome_003_0,efflux pump
group_0177_genome_004_0,efflux pump
group_0177_genome_005_0,efflux pump
group_0177_genome_006_0,efflux pump
group_0177_genome_007_0,efflux pump
group_0177_genome_008_0,efflux pump
group_0177_genome_009_0,efflux pump
group_0177_genome_010_0,efflux pump
group_0177_genome_011_0,efflux pump
group_0177_genome_012_0,efflux pump
group_0177_genome_013_0,efflux pump
group_0177_genome_014_0,efflux pump
group_0177_genome_015_0,efflux pump
group_0177_genome_016_0,efflux pump
group_0177_genome_017_0,efflux pump
group_0177_genome_018_0,efflux pump
group_0177_genome_019_0,hypothetical protein
group_0177_genome_020_0,efflux pump
group_0177_genome_022_0,efflux pump
group_0177_genome_023_0,efflux pump
group_0177_genome_024_0,hypothetical protein
group_0177_genome_025_0,hypothetical protein
group_0177_genome_026_0,efflux pump
group_0177_genome_027_0,efflux pump
group_0177_genome_028_0,efflux pump
group_0177_genome_029_0,efflux pump
group_0177_genome_030_0,efflux pump
group_0178_genome_010_0,hypothetical protein
group_0178_genome_012_0,virulence factor
group_0179_genome_001_0,membrane protein
group_0179_genome_002_0,efflux pump
group_0179_genome_003_0,efflux pump
group_0179_genome_004_0,efflux pump
group_0179_genome_005_0,hypothetical protein
group_0179_genome_006_0,efflux pump
group_0179_genome_007_0,efflux pump
group_0179_genome_008_0,efflux pump
group_0179_genome_009_0,efflux pump
group_0179_genome_010_0,efflux pump
group_0179_genome_011_0,efflux pump
group_0179_genome_012_0,efflux pump
group_0179_genome_013_0,efflux pump
group_0179_genome_014_0,efflux pump
group_0179_genome_016_0,efflux pump
group_0179_genome_016_1,efflux pump
group_0179_genome_017_0,efflux pump
group_0179_genome_018_0,efflux pump
group_0179_genome_019_0,efflux pump
group_0179_genome_020_0,efflux pump
group_0179_genome_021_0,efflux pump
group_0179_genome_022_0,unknown function
group_0179_genome_023_0,efflux pump
group_0179_genome_024_0,efflux pump
group_0179_genome_025_0,efflux pump
group_0179_genome_026_0,efflux pump
group_0179_genome_027_0,efflux pump
group_0179_genome_028_0,efflux pump
group_0179_genome_029_0,efflux pump
group_0179_genome_030_0,unknown function
group_0181_genome_001_0,hypothetical protein
group_0181_genome_002_0,hypothetical protein
group_0181_genome_003_0,hypothetical protein
group_0181_genome_004_0,hypothetical protein
group_0181_genome_005_0,hypothetical protein
group_0181_genome_006_0,unknown function
group_0181_genome_007_0,hypothetical protein
group_0181_genome_008_0,hypothetical protein
group_0181_genome_009_0,hypothetical protein
group_0181_genome_010_0,hypothetical protein
group_0181_genome_011_0,hypothetical protein
group_0181_genome_012_0,hypothetical protein
group_0181_genome_013_0,hypothetical protein
group_0181_genome_014_0,membrane protein
group_0181_genome_015_0,hypothetical protein
group_0181_genome_016_0,hypothetical protein
group_0181_genome_017_0,hypothetical protein
group_0181_genome_018_0,unknown function
group_0181_genome_019_0,hypothetical protein
group_0181_genome_020_0,hypothetical protein
group_0181_genome_021_0,hypothetical protein
group_0181_genome_022_0,hypothetical protein
group_0181_genome_023_0,hypothetical protein
group_0181_genome_024_0,hypothetical protein
group_0181_genome_025_0,membrane protein
group_0181_genome_026_0,hypothetical protein
group_0181_genome_027_0,hypothetical protein
group_0181_genome_028_0,hypothetical protein
group_0181_genome_029_0,hypothetical protein
group_0181_genome_030_0,hypothetical protein
group_0182_genome_001_0,membrane protein
group_0182_genome_002_0,hypothetical protein
group_0182_genome_003_0,hypothetical protein
group_0182_genome_004_0,hypothetical protein
group_0182_genome_006_0,membrane protein
group_0182_genome_007_0,hypothetical protein
group_0182_genome_008_0,membrane protein
group_0182_genome_009_0,hypothetical protein
group_0182_genome_010_0,hypothetical protein
group_0182_genome_011_0,membrane protein
group_0182_genome_012_0,hypothetical protein
group_0182_genome_013_0,hypothetical protein
group_0182_genome_014_0,unknown function
group_0182_genome_015_0,hypothetical protein
group_0182_genome_016_0,hypothetical protein
group_0182_genome_017_0,hypothetical protein
group_0182_genome_018_0,hypothetical protein
group_0182_genome_019_0,unknown function
group_0182_genome_020_0,hypothetical protein
group_0182_genome_021_0,hypothetical protein
group_0182_genome_022_0,hypothetical protein
group_0182_genome_023_0,hypothetical protein
group_0182_genome_024_0,membrane protein
group_0182_genome_025_0,hypothetical protein
group_0182_genome_026_0,hypothetical protein
group_0182_genome_027_0,hypothetical protein
group_0182_genome_028_0,hypothetical protein
group_0182_genome_029_0,hypothetical protein
group_0182_genome_030_0,hypothetical protein
group_0184_genome_001_0,beta-lactamase
group_0184_genome_002_0,beta-lactamase
group_0184_genome_003_0,hypothetical protein
group_0184_genome_004_0,beta-lactamase
group_0184_genome_005_0,beta-lactamase
group_0184_genome_006_0,beta-lactamase
group_0184_genome_007_0,beta-lactamase
group_0184_genome_008_0,beta-lactamase
group_0184_genome_009_0,beta-lactamase
group_0184_genome_010_0,beta-lactamase
group_0184_genome_011_0,hypothetical protein
group_0184_genome_012_0,beta-lactamase
group_0184_genome_013_0,membrane protein
group_0184_genome_014_0,beta-lactamase
group_0184_genome_015_0,beta-lactamase
group_0184_genome_016_0,beta-lactamase
group_0184_genome_017_0,beta-lactamase
group_0184_genome_018_0,beta-lactamase
group_0184_genome_019_0,beta-lactamase
